"word","star1","star2","star3","star4","star5","idf","idf_star","diversity"
"infuriated",9.47436237541214e-06,1.59148347176208e-06,4.6879017678312e-07,2.593816393594e-07,0,9.21101673893316,0.22314355131421,1.70586179102216
"refund",0.000434028222333069,7.7982690116342e-05,1.87516070713248e-05,5.7063960659068e-06,5.84703759840077e-06,5.62986466548731,0,1.70039974337926
"violations",1.17789370072691e-05,1.59148347176208e-06,4.6879017678312e-07,5.187632787188e-07,3.24835422133376e-07,9.10992062206179,0,1.69202707681422
"humiliated",1.51077670310626e-05,2.04619303512268e-06,4.6879017678312e-07,2.593816393594e-07,9.74506266400128e-07,8.7984844636019,0,1.69034027205661
"extremely_rude",0.000176684055109037,3.20570242169219e-05,9.61019862405395e-06,2.8531980329534e-06,9.74506266400128e-07,6.29843483371133,0,1.68683997648628
"fraudulent",1.1522873159285e-05,2.27354781680297e-06,4.6879017678312e-07,2.593816393594e-07,0,9.14914133521507,0.22314355131421,1.68679348178832
"confrontational",1.76684055109037e-05,3.18296694352416e-06,1.1719754419578e-06,2.593816393594e-07,0,8.60681704438971,0.22314355131421,1.68082445945933
"food_poisoning",0.00035746513178582,6.27499197437621e-05,1.9689187424891e-05,8.5595940988602e-06,3.57318964346714e-06,5.70233344230086,0,1.67132545287227
"inspector",3.07276617580934e-05,3.63767650688476e-06,2.81274106069872e-06,5.187632787188e-07,9.74506266400128e-07,8.10533728304195,0,1.67017703337718
"not_apologetic",1.43395754871103e-05,3.63767650688476e-06,4.6879017678312e-07,0,0,8.75709924743904,0.510825623765991,1.66556136250311
"mismanaged",1.1522873159285e-05,2.50090259848327e-06,7.03185265174679e-07,0,0,9.01811307280866,0.510825623765991,1.6645584915064
"livid",2.30457463185701e-05,5.68386954200743e-06,7.03185265174679e-07,2.593816393594e-07,0,8.30757414953685,0.22314355131421,1.65774391446277
"accused",4.60914926371401e-05,5.45651476032714e-06,3.98471650265652e-06,1.8156714755158e-06,9.74506266400128e-07,7.69987217493379,0,1.65682956988935
"terrible_experience",0.000139810860999325,2.63731546749145e-05,5.39108703300588e-06,2.8531980329534e-06,4.22286048773389e-06,6.5072309366174,0,1.65069395036334
"horrible_service",0.000444782903948402,0.000100945523066052,2.03923726900657e-05,3.890724590391e-06,3.24835422133376e-06,5.35860822737463,0,1.64762453826283
"cannot_wait",2.30457463185701e-06,1.81883825344238e-06,1.87516070713248e-06,2.30849659029866e-05,9.68009557957461e-05,7.05235115520062,0,1.63115033510988
"cockroach",0.000103705858433565,1.93251564428253e-05,9.61019862405395e-06,1.5562898361564e-06,0,7.04500718094486,0.22314355131421,1.62634075889313
"disrespectful",0.000103449794585581,1.75063181893829e-05,6.56306247496367e-06,4.1501062297504e-06,1.62417711066688e-06,6.83068289306473,0,1.62621374211949
"contacting",2.40700017105065e-05,2.04619303512268e-06,1.1719754419578e-06,1.296908196797e-06,2.27384795493363e-06,8.33377652193087,0,1.62295425077287
"harassment",1.02425539193645e-05,1.13677390840149e-06,9.37580353566239e-07,5.187632787188e-07,3.24835422133376e-07,9.16934404253259,0,1.62099249133491
"dimaggio",1.79244693588878e-06,6.82064345040892e-07,2.3439508839156e-07,1.0375265574376e-06,1.2993416885335e-05,9.62717713615807,0,1.61949925586458
"despicable",1.04986177673486e-05,2.04619303512268e-06,1.1719754419578e-06,0,0,9.07218029407894,0.510825623765991,1.61122397137756
"racist",6.60644727799008e-05,9.32154604889219e-06,6.79745756335523e-06,2.0750531148752e-06,1.2993416885335e-06,7.36072076725253,0,1.61096648367328
"disgraceful",1.1522873159285e-05,2.95561216184387e-06,4.6879017678312e-07,2.593816393594e-07,0,8.98362689673749,0.22314355131421,1.60702797258421
"argumentative",1.94608524467925e-05,5.68386954200743e-06,4.6879017678312e-07,0,3.24835422133376e-07,8.45599415465512,0.22314355131421,1.60353439963263
"disgusted",0.000170538522757418,3.75135389772491e-05,1.21885445963611e-05,2.8531980329534e-06,1.94901253280026e-06,6.28237944295804,0,1.59143118380518
"rudest",6.65766004758691e-05,1.38686416824981e-05,5.39108703300588e-06,1.296908196797e-06,6.49670844266752e-07,7.22343389347727,0,1.5894392854591
"disgrace",4.32747903093149e-05,8.6394817038513e-06,4.21911159104808e-06,2.593816393594e-07,6.49670844266752e-07,7.66300163912546,0,1.58921783515773
"accountability",1.04986177673486e-05,2.72825738016357e-06,2.3439508839156e-07,5.187632787188e-07,0,9.09087242709109,0.22314355131421,1.58843964186788
"calmly",1.79244693588878e-05,3.63767650688476e-06,9.37580353566239e-07,5.187632787188e-07,6.49670844266752e-07,8.55030483412636,0,1.58106984639634
"vomited",1.69002139669514e-05,3.63767650688476e-06,1.64076561874092e-06,2.593816393594e-07,0,8.57252797091107,0.22314355131421,1.57929266618476
"audacity",5.40294719246476e-05,1.34139321191375e-05,1.87516070713248e-06,1.5562898361564e-06,1.2993416885335e-06,7.40867516037456,0,1.57401830083812
"diarrhoea",6.96493666516784e-05,1.38686416824981e-05,5.39108703300588e-06,2.0750531148752e-06,1.2993416885335e-06,7.25302185066277,0,1.57385477493769
"food_handling",1.30592562471897e-05,2.27354781680297e-06,1.1719754419578e-06,7.781449180782e-07,0,8.87150959861679,0.22314355131421,1.57099950199835
"humiliating",9.21829852742802e-06,1.59148347176208e-06,2.3439508839156e-07,5.187632787188e-07,6.49670844266752e-07,9.23252294415412,0,1.56471788421224
"nastiest",1.71562778149355e-05,3.86503128856506e-06,1.40637053034936e-06,2.593816393594e-07,3.24835422133376e-07,8.53937576359417,0,1.55744253455417
"mistreated",9.47436237541214e-06,1.36412869008178e-06,1.1719754419578e-06,2.593816393594e-07,3.24835422133376e-07,9.14914133521507,0,1.55595773629657
"cannot_describe",2.04851078387289e-06,6.82064345040892e-07,2.3439508839156e-07,2.593816393594e-07,9.42022724186791e-06,9.32349472235984,0,1.55110287999915
"racial",1.30592562471897e-05,3.18296694352416e-06,1.1719754419578e-06,2.593816393594e-07,0,8.87150959861679,0.22314355131421,1.54725913985074
"dishonest",2.35578740145383e-05,5.68386954200743e-06,2.10955579552404e-06,5.187632787188e-07,0,8.27367259786117,0.22314355131421,1.54686762101388
"notable_disappointed",3.07276617580934e-06,2.95561216184387e-06,6.56306247496367e-06,3.19039416412062e-05,0.000125711308365617,6.73322755691402,0,1.54666934139018
"threatened",2.9703406366157e-05,4.09238607024535e-06,3.5159263258734e-06,1.0375265574376e-06,1.2993416885335e-06,8.0639520668791,0,1.54419671998225
"sarcastically",1.40835116391261e-05,2.72825738016357e-06,1.64076561874092e-06,5.187632787188e-07,0,8.7436762271069,0.22314355131421,1.54111494738862
"scam",5.78704296444093e-05,1.31865773374572e-05,3.75032141426496e-06,1.8156714755158e-06,1.62417711066688e-06,7.44803623425514,0,1.53836938567844
"amazing_food",1.79244693588878e-05,2.18260590413085e-05,2.46114842811138e-05,5.62858157409898e-05,0.000355369951813913,5.70106036765406,0,1.53604249597867
"olivier",5.12127695968223e-07,6.82064345040892e-07,9.37580353566239e-07,1.0375265574376e-06,9.42022724186791e-06,9.53480381602705,0,1.53464069427571
"enemy",2.9703406366157e-05,2.72825738016357e-06,2.3439508839156e-06,2.3344347542346e-06,2.59868337706701e-06,8.03072641925078,0,1.53194322605668
"roach",0.000102681603041629,2.43269616397918e-05,1.1719754419578e-05,7.781449180782e-07,6.49670844266752e-07,7.10015900101994,0,1.52869960918894
"dirtiest",1.30592562471897e-05,3.41032172520446e-06,1.1719754419578e-06,2.593816393594e-07,0,8.78449822162716,0.22314355131421,1.52685056795281
"practices",1.97169162947766e-05,3.86503128856506e-06,2.10955579552404e-06,1.0375265574376e-06,0,8.45599415465512,0.22314355131421,1.52640542208087
"accusing",9.73042622339625e-06,1.59148347176208e-06,2.3439508839156e-07,1.296908196797e-06,3.24835422133376e-07,9.14914133521507,0,1.52151515757148
"abusive",1.07546816153327e-05,1.59148347176208e-06,1.64076561874092e-06,2.593816393594e-07,3.24835422133376e-07,9.09087242709109,0,1.52107238489412
"disrespect",3.73853218056803e-05,7.95741735881041e-06,3.75032141426496e-06,2.593816393594e-07,1.62417711066688e-06,7.76284697409518,0,1.51795354781428
"absolutely_terrible_service",6.91372389557102e-06,2.72825738016357e-06,2.3439508839156e-07,0,0,9.37228488652928,0.510825623765991,1.51432556847499
"incompetent",9.78163899299307e-05,2.91014120550781e-05,7.73503791692147e-06,1.296908196797e-06,0,6.79206805693695,0.22314355131421,1.51417456150612
"banjo",1.53638308790467e-06,2.27354781680297e-07,9.37580353566239e-07,1.0375265574376e-06,1.0394733508268e-05,9.59542843784349,0,1.50576327287408
"not_apologize",2.63745763423635e-05,6.82064345040892e-06,2.81274106069872e-06,5.187632787188e-07,0,8.07755771893488,0.22314355131421,1.50493740274557
"liars",8.96223467944391e-06,2.50090259848327e-06,4.6879017678312e-07,5.187632787188e-07,0,9.25450185087289,0.22314355131421,1.50340982989143
"unsympathetic",7.93797928750747e-06,1.13677390840149e-06,1.1719754419578e-06,2.593816393594e-07,3.24835422133376e-07,9.32349472235984,0,1.50278275209285
"symptom",1.8436597054856e-05,3.18296694352416e-06,1.40637053034936e-06,1.8156714755158e-06,3.24835422133376e-07,8.49681614917538,0,1.50244391624272
"harass",1.12668093113009e-05,1.81883825344238e-06,9.37580353566239e-07,1.0375265574376e-06,3.24835422133376e-07,8.96681977842111,0,1.49778959352853
"liar",3.53368110218074e-05,8.412126922171e-06,3.04713614909028e-06,1.0375265574376e-06,9.74506266400128e-07,7.89068034560506,0,1.4971250484691
"harassed",2.79109594302682e-05,5.68386954200743e-06,2.81274106069872e-06,1.296908196797e-06,6.49670844266752e-07,8.09135104106721,0,1.4965414915264
"puked",1.97169162947766e-05,5.00180519696654e-06,1.87516070713248e-06,7.781449180782e-07,0,8.38833550618131,0.22314355131421,1.49534625904053
"furious",4.19944710693943e-05,8.1847721404907e-06,3.04713614909028e-06,1.8156714755158e-06,2.59868337706701e-06,7.65848695877093,0,1.4932670751563
"violently",2.61185124943794e-05,7.04799823208922e-06,1.1719754419578e-06,1.0375265574376e-06,9.74506266400128e-07,8.11240445026504,0,1.49255371550831
"argues",1.17789370072691e-05,2.50090259848327e-06,1.40637053034936e-06,2.593816393594e-07,3.24835422133376e-07,8.91802961425168,0,1.49133031896188
"terrible_service",0.000371036515728978,0.000107766166516461,3.09401516676859e-05,6.484540983985e-06,4.87253133200064e-06,5.44685219419121,0,1.48643154267534
"discrimination",1.8436597054856e-05,2.72825738016357e-06,2.3439508839156e-06,2.593816393594e-07,1.62417711066688e-06,8.53937576359417,0,1.48205178815769
"rudely",0.000209460227651003,6.52508223422453e-05,1.73452365409754e-05,4.4094878691098e-06,2.27384795493363e-06,6.03740538590477,0,1.46407125493327
"poor_quality_food",1.63880862709832e-05,6.82064345040892e-06,9.37580353566239e-07,0,0,8.49681614917538,0.510825623765991,1.46187103796393
"accuse",1.02425539193645e-05,2.50090259848327e-06,1.1719754419578e-06,5.187632787188e-07,0,9.05383115541074,0.22314355131421,1.46082386706783
"not_honor",3.81535133496327e-05,1.02309651756134e-05,3.98471650265652e-06,1.296908196797e-06,3.24835422133376e-07,7.73328817185363,0,1.46061580097394
"disgusting",0.0010298887965921,0.000300563021381353,8.83669483236181e-05,2.90507436082528e-05,1.85156190616024e-05,4.45871130527615,0,1.45659149358191
"confronted",3.94338325895532e-05,8.8668364855316e-06,2.57834597230716e-06,1.5562898361564e-06,2.92351879920039e-06,7.7045780659712,0,1.45520433730664
"demanded",5.7358301948441e-05,1.20498034290558e-05,4.6879017678312e-06,3.1125796723128e-06,3.24835422133376e-06,7.35073732326834,0,1.45169710436808
"awful_service",8.16843675069317e-05,2.66005094565948e-05,7.73503791692147e-06,1.0375265574376e-06,6.49670844266752e-07,6.90418535505766,0,1.45146914819215
"scammed",1.1522873159285e-05,4.31974085192565e-06,4.6879017678312e-07,5.187632787188e-07,0,8.91802961425168,0.22314355131421,1.44990803046671
"ewwww",8.19404313549158e-06,9.09419126721189e-07,1.87516070713248e-06,2.593816393594e-07,3.24835422133376e-07,9.23252294415412,0,1.44906673890441
"crawled",1.76684055109037e-05,4.09238607024535e-06,2.3439508839156e-06,2.593816393594e-07,6.49670844266752e-07,8.50728744904267,0,1.44753010762277
"denied",7.45145797633765e-05,1.88704468794647e-05,6.56306247496367e-06,3.1125796723128e-06,2.59868337706701e-06,7.09501760151952,0,1.44607894322494
"fuming",1.20350008552533e-05,4.31974085192565e-06,9.37580353566239e-07,2.593816393594e-07,0,8.84165663546711,0.22314355131421,1.4444143726322
"insulted",5.42855357726317e-05,1.61421894993011e-05,4.21911159104808e-06,1.5562898361564e-06,1.62417711066688e-06,7.36072076725253,0,1.44334099516936
"filth",2.33018101665542e-05,7.27535301376952e-06,2.10955579552404e-06,2.593816393594e-07,6.49670844266752e-07,8.24088277503818,0,1.44123378929173
"amazing_service",1.22910647032374e-05,1.0685674738974e-05,1.19541495079696e-05,2.7235072132737e-05,0.00015397199009122,6.48330298292217,0,1.44069832497858
"cockroaches",9.98649007138036e-06,2.95561216184387e-06,1.1719754419578e-06,2.593816393594e-07,0,9.09087242709109,0.22314355131421,1.44045645344764
"disputed",6.65766004758691e-06,2.72825738016357e-06,2.3439508839156e-07,2.593816393594e-07,0,9.42357818091683,0.22314355131421,1.43965009904898
"idiots",2.07411716867131e-05,4.09238607024535e-06,1.40637053034936e-06,1.0375265574376e-06,1.94901253280026e-06,8.36981645841407,0,1.43888422605741
"refused",0.000374365345752771,9.77625561225279e-05,3.53936583471255e-05,1.37472268860482e-05,1.26685814632017e-05,5.47689952225415,0,1.43775701986551
"poor_customer_service",0.000119837880856564,4.00144415757323e-05,1.07821740660118e-05,2.593816393594e-06,9.74506266400128e-07,6.52302451687554,0,1.43631964337706
"not_waste",0.000176427991261053,5.16095354414275e-05,1.24229396847527e-05,5.187632787188e-06,7.79605013120103e-06,6.14842152015004,0,1.43574809335238
"revolting",1.48517031830785e-05,4.09238607024535e-06,1.87516070713248e-06,5.187632787188e-07,0,8.6303475417999,0.22314355131421,1.43514304090114
"worst",0.00243900815204866,0.000735492718735762,0.000230879162065686,7.31456222993508e-05,4.51521236765393e-05,3.57592323057998,0,1.430831746045
"uncaring",2.02290439907448e-05,7.50270779544981e-06,1.87516070713248e-06,2.593816393594e-07,0,8.27367259786117,0.22314355131421,1.42716160686693
"dishonesty",6.91372389557102e-06,2.27354781680297e-06,9.37580353566239e-07,0,0,9.37228488652928,0.510825623765991,1.42582925747678
"overcharging",1.30592562471897e-05,2.72825738016357e-06,2.10955579552404e-06,7.781449180782e-07,0,8.78449822162716,0.22314355131421,1.42485705360077
"incompetence",2.5094257102443e-05,8.1847721404907e-06,2.57834597230716e-06,7.781449180782e-07,0,8.09831971038331,0.22314355131421,1.42412579288481
"franchisee",9.73042622339625e-06,2.50090259848327e-06,1.1719754419578e-06,2.593816393594e-07,3.24835422133376e-07,9.10992062206179,0,1.42258755230485
"absolutely_amazing",4.86521311169812e-06,9.54890083057249e-06,1.9689187424891e-05,4.35761154123792e-05,0.000179309153017624,6.30656024115525,0,1.42124716771333
"appalling",4.45551095492354e-05,1.38686416824981e-05,5.39108703300588e-06,5.187632787188e-07,6.49670844266752e-07,7.50433627894368,0,1.42015735749885
"nausea",1.63880862709832e-05,3.41032172520446e-06,1.64076561874092e-06,1.296908196797e-06,6.49670844266752e-07,8.56135467031295,0,1.41668110335311
"confront",1.22910647032374e-05,2.95561216184387e-06,1.40637053034936e-06,1.0375265574376e-06,0,8.81266909859385,0.22314355131421,1.41508122327211
"thief",1.48517031830785e-05,2.95561216184387e-06,1.1719754419578e-06,1.5562898361564e-06,6.49670844266752e-07,8.75709924743904,0,1.41491561658039
"infestation",8.45010698347569e-06,2.04619303512268e-06,1.1719754419578e-06,5.187632787188e-07,0,9.32349472235984,0.22314355131421,1.41423470154366
"outraged",8.96223467944391e-06,2.50090259848327e-06,9.37580353566239e-07,2.593816393594e-07,3.24835422133376e-07,9.10992062206179,0,1.41357888809915
"argued",9.78163899299307e-05,3.22843789986022e-05,9.84459371244551e-06,3.1125796723128e-06,6.49670844266752e-07,6.73322755691402,0,1.41189804087358
"insect",1.89487247508243e-05,4.77445041528624e-06,1.64076561874092e-06,1.296908196797e-06,6.49670844266752e-07,8.47619686197264,0,1.41064255493867
"mortified",1.81805332068719e-05,3.86503128856506e-06,2.57834597230716e-06,5.187632787188e-07,9.74506266400128e-07,8.47619686197264,0,1.40980485317337
"not_a_bad_experience",2.56063847984112e-07,4.09238607024535e-06,1.24229396847527e-05,1.5562898361564e-06,0,8.71735891878953,0.22314355131421,1.40692345630441
"absolutely_terrible",7.27221328274877e-05,2.63731546749145e-05,7.96943300531303e-06,1.296908196797e-06,0,6.98123114554762,0.22314355131421,1.40349906817433
"unprofessional",0.000324945023091838,0.000102537006537814,4.00815601149567e-05,9.5971206562978e-06,1.62417711066688e-06,5.55018658862912,0,1.40067463684646
"disbelief",3.04715979101093e-05,5.91122432368773e-06,2.3439508839156e-06,1.8156714755158e-06,3.24835422133376e-06,7.94317052822646,0,1.39756110752552
"puking",1.97169162947766e-05,2.72825738016357e-06,3.04713614909028e-06,1.8156714755158e-06,9.74506266400128e-07,8.37903311351899,0,1.39693644440744
"alyssa",1.02425539193645e-06,4.54709563360595e-07,9.37580353566239e-07,2.593816393594e-06,1.10444043525348e-05,9.34759227393891,0,1.386585913668
"harassing",1.30592562471897e-05,2.95561216184387e-06,2.3439508839156e-06,7.781449180782e-07,0,8.77070489949482,0.22314355131421,1.38336593856759
"refusing",1.99729801427607e-05,5.91122432368773e-06,1.87516070713248e-06,1.0375265574376e-06,6.49670844266752e-07,8.29047971617755,0,1.38325646216067
"cussing",1.53638308790467e-05,4.54709563360595e-06,2.3439508839156e-06,5.187632787188e-07,0,8.64232373284661,0.22314355131421,1.38317307585916
"awesome_food",5.12127695968223e-06,1.25045129924164e-05,1.24229396847527e-05,4.20198255762228e-05,0.00015397199009122,6.43048095500084,0,1.38099450905115
"berated",8.19404313549158e-06,2.27354781680297e-06,1.40637053034936e-06,2.593816393594e-07,0,9.16934404253259,0.22314355131421,1.38084571892878
"rotting",1.69002139669514e-05,6.59328866872862e-06,1.64076561874092e-06,5.187632787188e-07,0,8.46604449050862,0.22314355131421,1.37970851845802
"appalled",7.06736220436148e-05,2.296283294971e-05,6.09427229818055e-06,2.593816393594e-06,2.92351879920039e-06,7.0352983668179,0,1.37668084025372
"super_friendly_staff",5.12127695968223e-07,1.36412869008178e-06,3.98471650265652e-06,1.53035167222046e-05,4.15789340330721e-05,7.7045780659712,0,1.37661322985825
"rotten",0.000100120964561788,3.63767650688476e-05,1.10165691544033e-05,2.3344347542346e-06,1.94901253280026e-06,6.79776607805159,0,1.36502224840354
"assaulted",1.30592562471897e-05,1.81883825344238e-06,1.40637053034936e-06,2.593816393594e-06,3.24835422133376e-07,8.82705783604595,0,1.35864353302528
"intelligence",1.10107454633168e-05,3.18296694352416e-06,1.64076561874092e-06,0,6.49670844266752e-07,8.87150959861679,0.22314355131421,1.35765301701272
"not_seating",6.65766004758691e-06,1.81883825344238e-06,9.37580353566239e-07,5.187632787188e-07,0,9.37228488652928,0.22314355131421,1.35652696959752
"coho",0,1.13677390840149e-06,7.03185265174679e-07,2.3344347542346e-06,8.44572097546778e-06,9.80306780262173,0.22314355131421,1.35392879511367
"yelled",0.000143395754871103,4.00144415757323e-05,1.59388660106261e-05,6.2251593446256e-06,8.1208855533344e-06,6.40701182045999,0,1.35369729790093
"unsanitary",4.71157480290766e-05,1.52327703725799e-05,5.859877209789e-06,2.593816393594e-06,3.24835422133376e-07,7.45904551976351,0,1.35277462432403
"notable_returning",0.000264513954967587,0.000147098543747152,1.99235825132826e-05,2.593816393594e-07,3.24835422133376e-07,5.59265106914688,0,1.35256708501366
"injury",5.5053727316584e-05,2.34175425130706e-05,5.15669194461432e-06,1.296908196797e-06,6.49670844266752e-07,7.2292818633597,0,1.35252705148644
"fantastical",2.56063847984112e-07,2.50090259848327e-06,4.45350667943964e-06,1.08940288530948e-05,3.60567318568047e-05,7.85715765356642,0,1.35224146530329
"disgust",3.73853218056803e-05,9.54890083057249e-06,5.15669194461432e-06,1.5562898361564e-06,1.94901253280026e-06,7.67666927785412,0,1.35160931342644
"scum",1.3827447791142e-05,3.63767650688476e-06,1.40637053034936e-06,1.0375265574376e-06,6.49670844266752e-07,8.71735891878953,0,1.35069999115425
"highly_recommend",5.88946850363457e-05,4.31974085192565e-05,0.000120479075433262,0.000534066795441005,0.00142212947809992,4.17144254136508,0,1.3470175749589
"boycott",1.33153200951738e-05,2.95561216184387e-06,1.87516070713248e-06,1.296908196797e-06,3.24835422133376e-07,8.75709924743904,0,1.34546587759287
"defended",7.68191543952335e-06,2.50090259848327e-06,1.1719754419578e-06,0,3.24835422133376e-07,9.21101673893316,0.22314355131421,1.34463377268672
"illness",1.97169162947766e-05,3.63767650688476e-06,2.57834597230716e-06,2.593816393594e-06,6.49670844266752e-07,8.33377652193087,0,1.34265430883257
"poorest",1.28031923992056e-05,5.22915997864684e-06,1.64076561874092e-06,2.593816393594e-07,0,8.66671518597077,0.22314355131421,1.34246495543277
"inept",2.45821294064747e-05,9.77625561225279e-06,2.3439508839156e-06,1.0375265574376e-06,3.24835422133376e-07,8.03728381979694,0,1.34077046883209
"huffed",1.20350008552533e-05,5.00180519696654e-06,1.1719754419578e-06,2.593816393594e-07,3.24835422133376e-07,8.73043100035688,0,1.3353961783548
"love_love",6.14553235161868e-06,1.11403843023346e-05,2.25019284855897e-05,5.4470144265474e-05,0.000184831355193891,6.23461911708662,0,1.33525902299437
"deplorable",2.04851078387289e-05,1.02309651756134e-05,2.3439508839156e-06,0,0,8.15588956220478,0.510825623765991,1.33403112551207
"yummmm",0,0,2.10955579552404e-06,8.0408308201414e-06,1.68914419509356e-05,8.55030483412636,0.510825623765991,1.33388101495837
"awesome_service",4.86521311169812e-06,4.09238607024535e-06,1.14853593311864e-05,2.56787822965806e-05,9.09539181973453e-05,6.93211413058267,0,1.33355324132587
"blaming",1.69002139669514e-05,4.77445041528624e-06,2.81274106069872e-06,7.781449180782e-07,3.24835422133376e-07,8.47619686197264,0,1.33257458991211
"horrible",0.00208768855261446,0.000746633103038097,0.000258303387407499,7.93707816439764e-05,4.02795923445386e-05,3.69673043332963,0,1.33144766505471
"repulsive",1.6132022422999e-05,6.13857910536803e-06,1.87516070713248e-06,5.187632787188e-07,3.24835422133376e-07,8.47619686197264,0,1.33068481800638
"unaccommodating",1.25471285512215e-05,3.41032172520446e-06,2.10955579552404e-06,2.593816393594e-07,6.49670844266752e-07,8.75709924743904,0,1.33044238013473
"stormed",2.17654270786495e-05,5.45651476032714e-06,3.5159263258734e-06,1.0375265574376e-06,9.74506266400128e-07,8.21697725418462,0,1.3296164327208
"bad_food",0.000181037140524767,5.41104380399108e-05,1.57044709222345e-05,1.01158839350166e-05,1.2993416885335e-05,6.08668542961817,0,1.32896326288374
"creamiest",5.12127695968223e-07,4.54709563360595e-07,2.3439508839156e-07,3.6313429510316e-06,8.44572097546778e-06,9.25450185087289,0,1.32836447018387
"mazing",2.56063847984112e-07,6.82064345040892e-07,3.04713614909028e-06,1.01158839350166e-05,2.501232750427e-05,8.19362989018763,0,1.32815945438299
"unapologetic",3.84095771976168e-05,1.54601251542602e-05,3.5159263258734e-06,1.5562898361564e-06,9.74506266400128e-07,7.5847007887117,0,1.32737879095203
"theft",1.20350008552533e-05,5.00180519696654e-06,7.03185265174679e-07,7.781449180782e-07,3.24835422133376e-07,8.84165663546711,0,1.32710804762067
"urine",2.35578740145383e-05,7.27535301376952e-06,3.75032141426496e-06,7.781449180782e-07,6.49670844266752e-07,8.12669040751252,0,1.32382959621566
"delicioso",0,2.27354781680297e-07,7.03185265174679e-07,7.0033042627038e-06,1.13692397746682e-05,8.87150959861679,0.22314355131421,1.32287373383786
"hateful",6.91372389557102e-06,1.36412869008178e-06,7.03185265174679e-07,1.0375265574376e-06,3.24835422133376e-07,9.37228488652928,0,1.32251420708902
"lied",7.68191543952335e-05,2.54637355481933e-05,7.96943300531303e-06,4.1501062297504e-06,3.24835422133376e-06,6.97438961373091,0,1.32233831027216
"not_welcome",1.74123416629196e-05,5.00180519696654e-06,3.75032141426496e-06,2.593816393594e-07,3.24835422133376e-07,8.39772524653115,0,1.31960024650647
"super_friendly_service",5.12127695968223e-07,4.54709563360595e-07,1.1719754419578e-06,5.187632787188e-06,1.2993416885335e-05,8.82705783604595,0,1.31939549289338
"filthy",0.000230457463185701,8.88957196369963e-05,2.60178548114631e-05,1.0375265574376e-05,3.89802506560051e-06,5.88644003080684,0,1.31789348590447
